"path","responsibility","planned_action","status","behavior","validation","remaining_work","validated_version","related_paths","sha256"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/MirrorFactory.java","匹配帧解析、队伍选择、本地镜像创建与启动确认","分批提取选择、格式和构造作用域，保留游戏对象装配","待验证","远端及双本地路径共享构造上下文，运行时启动失败进入原通知/回收分支","B4-matched-assembly (base 5c5127c)：MirrorFactory远端和双本地建场迁入Kotlin MatchedBattleAssembly，Java保留包内构造/build签名。LocalMatchClaims保留双次领取及第一次缺失仍领取第二次；构造异常回收仍在endConstruction后执行，缺失Mixin不额外forget，成功通知/API事件先于ack且不新增release。新增3项领取契约与2项构造边界测试；clean build后局部复核build均成功，全量193项通过。日志D:/workspace/gradle-matched-assembly.log及gradle-matched-assembly-final.log。包内可调用ABI与原JAR一致；真实NPC/BattleRegistry/远端匹配与事件副作用尚待集成验证。","真实NPC/BattleRegistry/Mixin/匹配和API事件往返","B4-matched-assembly (base 5c5127c)","src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/MirrorFactory.java|src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/battle/MatchedBattleAssembly.kt|src/main/kotlin/io/github/rinicesiberia/shadowbattle/battle/LocalMatchClaims.kt|src/test/kotlin/io/github/rinicesiberia/shadowbattle/battle/LocalMatchClaimsTest.kt|src/test/kotlin/io/github/rinicesiberia/shadowbattle/BattleConstructionAttemptTest.kt","D7BB6883AC130BC0C8627B8E25E15D73A4E77B3D1D526C5C972C79A9449457DD"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/MirrorNpc.java","镜像NPC生成、活跃身份、皮肤与销毁入口","保留公开入口，委托Kotlin状态组件","待验证","活跃UUID、名字规范化、皮肤缓存、实体生成和销毁","B4-npc-runtime (base 17520c5，2026-09-16)：MirrorNpc的实体创建/销毁、皮肤查询迁入Kotlin MirrorNpcRuntime；公开Java入口保留。MirrorStageLayout保持原Vec3几何和朝向；NpcSkinDelivery保持缓存命中同步应用、异步先缓存后主线程检查移除状态。新增5项测试，11组站位对照；全量172项通过，公开ABI一致，日志D:/workspace/gradle-npc-runtime-final.log。首次编译的可空模型错误已改为非空默认模型，空URL仍禁止加载；字节码审查发现头部旋转属性会直写字段，已恢复显式setYHeadRot。世界实体、Mojang查询和实际纹理仍待验证。原addFreshEntity/皮肤调度抛异常时的登记残留语义保留，未擅自增加回收。","真实世界实体、Mojang查询和纹理加载","B4-npc-runtime (base 17520c5)","src/main/kotlin/io/github/rinicesiberia/shadowbattle/battle/MirrorNpcState.kt","180CA7324D4558C0DC6450F071A60CBDDB576EB35BF5B0661A93ADA921BCC87F"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/MirrorPokemon.java","镜像Pokemon归属、实体标签与残留清理入口","保留公开入口，委托Kotlin归属索引","待验证","UUID归属登记/释放、实体标签、残留实体销毁","B4-prop-entities (base f2b00cc)：MirrorPokemon实现迁入Kotlin MirrorPropEntities；MirrorPropTracker集中处理归属优先挂接、遗留标签销毁和返回值。4项新契约覆盖重复接管/释放、空Pokemon、普通实体及异常传播。全量176项测试通过，MirrorPokemon公开ABI一致，日志D:/workspace/gradle-mirror-props-final.log。实体标签写入、挂接及世界销毁仍待集成验证。","真实世界标签写入、挂接与销毁","B4-prop-entities (base f2b00cc)","src/main/kotlin/io/github/rinicesiberia/shadowbattle/battle/MirrorOwnershipIndex.kt","8DD2FA44FC49D84DF13CC16565CA005B1D454762A00E6F6C2697B1CACDA3328D"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/MirrorTeardown.java","原镜像对战索引、实体及通知清理","删除Java实现并迁移为MirrorLifecycleCleanup","已验证","立即释放Pokemon归属，按宽限时间在主线程销毁实体；异常终止关闭BattleRegistry并通知参与者","Java实现删除及Kotlin替代关系已验证；延迟边界2项与全量68项通过","实体集成风险由MirrorLifecycleCleanup.kt继续跟踪","B4-mirror-cleanup","src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/battle/MirrorLifecycleCleanup.kt","C4F0CB14102EA84E68B76D9860170CA480E5F3F79EADB70CAFD33A07563C2119"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/RemoteBattleActor.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","4F8B21298F182C9CAB33FBEBB1F2523441DCE6B79A917E4D264FAB528367B981"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/RemoteTeamCodec.java","远端压缩队伍解码与战斗Pokemon装配","保留Cobblemon对象装配与日志，委托Kotlin字段解析","待验证","保留空招式槽位、清空条件、PP斜杠存在性、原值回退及setter调用决策","B4-remote-roster (base 30a0358)：RemoteTeamCodec剩余队伍解码、物种缓存、性格/能力/亲密度/太晶/HP设置及BattlePokemon包装迁入Kotlin RemoteRosterAssembly，Java只保留三个公开委托入口。5项新测试包含7组Java过滤/槽位编号差分、包装异常中止、可选属性Exception隔离/Error传播及公开入口无效输入。JDK21离线clean build成功，167项测试零失败，9个任务全部执行；公开ABI与原JAR一致。日志D:/workspace/gradle-remote-roster.log。实际注册对象、prop标记、召回动画和远端联调仍未验证。","实际注册对象、prop标记、召回动画和远端联调","B4-remote-roster (base 30a0358)","src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/RemoteTeamCodec.java|src/main/kotlin/io/github/rinicesiberia/shadowbattle/battle/RemoteRosterAssembly.kt|src/test/kotlin/io/github/rinicesiberia/shadowbattle/battle/PackedRosterDecodingTest.kt","4DB7E9BF7568D8E24CE7859AE5BE4F413CEB0053DD89F1B5CE92A9E50FD71FAD"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/SpectatorFactory.java","观战镜像解析、装配、挂接与回收入口","复用Kotlin格式解析，继续拆分实体装配和失败清理","待验证","观战开始、镜像构建、格式、旁观者挂接、结束与最后观察者回收","B4-spectator-sessions (base d3e93c0)：观战创建/挂接/结束迁入Kotlin SpectatorSessions，Java包内入口保留；SpectatorTeamLayout返回明确的缺描述、空队伍、缺席位与成功结果。4项新增测试约束输入重建顺序、非p1归第二席、重复席位末值和空队伍先于UUID验证。clean build全量180项通过，9任务全部执行，日志D:/workspace/gradle-spectator-sessions.log。首次编译发包引用失败，已使用CobblemonNetwork.sendPacket成员扩展，发送顺序不变。回收在构造上下文内、无localBattleId单独回收、ack后release及最后观战者离开回收均保留；实际网络/实体/Mixin仍待验证。","真实观战网络/实体/Mixin与ack往返","B4-spectator-sessions (base d3e93c0)","src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/SpectatorFactory.java|src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/battle/SpectatorSessions.kt|src/main/kotlin/io/github/rinicesiberia/shadowbattle/battle/SpectatorTeamLayout.kt|src/test/kotlin/io/github/rinicesiberia/shadowbattle/battle/SpectatorTeamLayoutTest.kt","9033F0A6575E49596CA96EC702580BF85F373793D3257CFA877675214448F8E4"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/battle/TeamPreviews.java","服务端队伍预览协议与副作用入口","保留远端解析和网络副作用，委托Kotlin会话目录与选择规则","待验证","预览打开、状态刷新、关闭、默认选择、客户端选择与断线清理","会话及选择4项、全量136项通过","真实远端预览帧、玩家收发和断线联调","B4-team-preview-sessions","src/main/kotlin/io/github/rinicesiberia/shadowbattle/battle/TeamPreviewSessions.kt;src/test/kotlin/io/github/rinicesiberia/shadowbattle/battle/TeamPreviewSessionsTest.kt","F778C8538FC7B78FBD08BFF0EB37C6CF74EF8AF2F2288195D2B453B21856244A"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/AuthScreen.java","认证控件、渲染与交互兼容入口","保留公开Screen入口和渲染，委托Kotlin表单规则","待验证","模式、字段布局、可用性、验证码、提交、结果和焦点","表单规则7项及全量119项通过；公开ABI一致","实际控件操作、结果回填和远端认证验证","B5-auth-form","src/main/kotlin/io/github/rinicesiberia/shadowbattle/client/AuthenticationFormRules.kt;src/test/kotlin/io/github/rinicesiberia/shadowbattle/client/AuthenticationFormRulesTest.kt","420E77D689815EF11209996BE6F06D63DE58DDCB895882F847E4171E46A92E03"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/AuthScreenHandler.java","客户端认证兼容入口","保留公开静态入口并委托Kotlin协调器","待验证","认证界面打开、结果回填及认证提交","公开ABI与原JAR一致；全量81项通过","实际客户端收包与认证界面交互","B5-client-handlers","src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/client/ClientHandlerRuntime.kt","7EB54A01833650391C304D5DB1D65F964844AB7DC858209CA4966CCFE3C4457E"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/BackButton.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","F623D86AE63176B7ACC0D155A8F2E3F4136CBE124ECA3C3AC5E33B8D00AE9DF2"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/Backdrop.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","C51A46006509F801E6BAF2E5FFC89CAC090006A84A47EAD132F32CD56EB72C5B"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatHud.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","2BF56507C4DEC8FC2E74D2EA54ED23C8EBAB096DA798214672C76972C3F2D8BA"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatInput.java","聊天草稿编辑与发送兼容入口","保留公开静态入口，委托Kotlin编辑状态","待验证","输入开关、草稿保留、字符过滤、长度上限、码点退格、频道切换和发送","Kotlin状态5项、Java兼容入口1项及原聊天3项通过；公开ABI一致；全量107项通过","真实键盘事件、频道UI和网络消息下发验证","B5-chat-composer","src/main/kotlin/io/github/rinicesiberia/shadowbattle/client/ChatComposerState.kt;src/test/kotlin/io/github/rinicesiberia/shadowbattle/client/ChatComposerStateTest.kt","472510F7BFD584380078F1B7AF1460334EA3C54936F967C1672140B10BD72533"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatKeys.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","76CBC32AA6DE37F6F8D375EFED98E25E6A492A330089D176BC53BA74AEBA114D"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatLog.java","待逐文件审查","保留ABI并委托Kotlin","已验证","待建立对应关系","3项聊天行为基线回归","游戏界面联调","B-vendor-chat","","DEE42DC71B9024499D3E9DE4EAAF1562AC6B161860529569BB9760FE7C5A8C53"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatPanel.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","D9BB07B262FB2CCB85D13A040ADF480E19DA6D0574C80525FB7131819F01AB1F"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatRoomScreen.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","7600D078B761A5210D53B7E8A32A34F2F87F382B09427BADF58B377919843CDE"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatScreen.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","EB28A2D897DF2AD327DC56C62E180905E0A8654B512D25C3512A2B909A3833C7"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatScreenHandler.java","客户端聊天兼容入口","保留公开静态入口及包内发送入口并委托Kotlin协调器","待验证","聊天收包、输入事件、发送及断线清理","公开ABI与原JAR一致；全量81项通过","实际客户端收包、按键、鼠标和HUD交互","B5-client-handlers","src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/client/ClientHandlerRuntime.kt","667573FBF3AA69FCB1C682B991C9A56BF5C070D605A3309417CBBF7A5E016082"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ChatState.java","待逐文件审查","保留ABI并委托Kotlin","已验证","待建立对应关系","3项聊天行为基线回归","游戏界面联调","B-vendor-chat","","2F9C3BFAB33382896BA3863F07719D5683212E6FD41C4AED78E5F7D2109BD9DA"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/ClientSettings.java","客户端聊天HUD偏好兼容入口","保留公开静态入口，委托Kotlin文件存储","待验证","默认开启、一次加载、JSON读取、设置后写入及错误诊断","Kotlin文件状态5项及全量112项通过；公开ABI一致","设置界面点击及客户端重启读取验证","B5-client-settings","src/main/kotlin/io/github/rinicesiberia/shadowbattle/client/ClientSettingsStore.kt;src/test/kotlin/io/github/rinicesiberia/shadowbattle/client/ClientSettingsStoreTest.kt","83B55FE6634063BC6AFC036E9CE8881CB69321A7B4FEFE73A1237F365A6BB1C7"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/CobbleBattleClient.java","客户端初始化顺序入口","审查并保留七组处理器初始化顺序","待验证","认证、聊天、排行榜、图鉴、房间、菜单、预览依次注册","源码对应关系审查；全量81项通过","实际客户端启动验证初始化顺序","B5-client-handlers","src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/*Handler.java","C28E6452D1CFE846874253DB4718BD791069066AB2C13C9529CEDAFD1874A37C"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/CobblemonCompat.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","0593EA5C047F68A3E9D97752D6B34B6D0DF228BCD0838D454BEF0D6F017C41D1"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/LeaderboardScreen.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","B20654B7A584DA1D019B8C65BB672229496438BE5BAB4F974CD9036F0E9B8166"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/LeaderboardScreenHandler.java","排行榜接收兼容入口","保留公开静态入口并委托Kotlin协调器","待验证","仅有本地玩家时缓存排位并打开排行榜","公开ABI与原JAR一致；全量81项通过","实际客户端收包与界面打开","B5-client-handlers","src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/client/ClientHandlerRuntime.kt","53D7D9BDFD21844BA58C8270E041C026D3EA7C75272BFACEA452F43529F2FB3B"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/MainMenuHandler.java","主菜单接收兼容入口","保留公开静态入口并委托Kotlin协调器","待验证","服务端开屏及空闲状态快捷键请求","公开ABI与原JAR一致；全量81项通过","实际客户端收包和快捷键交互","B5-client-handlers","src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/client/ClientHandlerRuntime.kt","9E038A5A24AEBEBA49D563D7A2219D2B8C9DC2F432D3CD01BE07451CD90CAE98"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/MainMenuScreen.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","F8B34E1CE9C9FBC7DF9892C3E5C1B1F631E05809EFBE78736E3EADA2B0C14048"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/MenuKeys.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","ACB3C9AB3B9E5A6AEE38A63136DD4F219BF6BDFA33B926B21064AE0874E7043D"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/PlayerPortrait.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","147C2984C053723BA3BA06C81528E417403196E53D51D1A49ACD47EEC317E5A2"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/RankedScreen.java","待逐文件审查","审查并按业务链路重构","待审查","待建立对应关系","基线全量编译通过；无行为测试","审查、实施、行为验证","baseline-local-20260914","","1759C36BF93EB62ABBC8C0F16A4BB3FC74B1DD84594667981CB40F31F6DCF5B6"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/RoomLobbyScreen.java","房间大厅渲染、表单和网络兼容入口","保留Screen入口与控件生命周期，委托Kotlin创建选项和输入规则","待验证","房间列表、创建选项、密码加入、邀请码、座位类型、滚动与发包","创建规则5项及全量128项通过；公开ABI一致","真实鼠标交互、房间列表刷新和远端收发验证","B5-room-lobby","src/main/kotlin/io/github/rinicesiberia/shadowbattle/client/RoomCreationOptions.kt;src/test/kotlin/io/github/rinicesiberia/shadowbattle/client/RoomCreationOptionsTest.kt","97C4261CDB40AE81C9E2A6250FBFFCB701287AAD908C925C58F8D415CB82F566"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/RoomScreen.java","房间内渲染、交互与网络兼容入口","保留Screen入口和外部副作用，委托Kotlin开战与复制状态","待验证","成员展示、邀请码复制、开战门控、冷却、离开与关屏","控制状态4项及全量132项通过；公开ABI一致","真实点击、剪贴板、start/leave发包和战斗关屏验证","B5-room-controls","src/main/kotlin/io/github/rinicesiberia/shadowbattle/client/RoomInteractionState.kt;src/test/kotlin/io/github/rinicesiberia/shadowbattle/client/RoomInteractionStateTest.kt","BC2B0B9323D4F5A43B5AA3B78C839DB83FF839BE37C46A11C83AB314AD74D794"
"src/main/java/xiaocaoawa/minecraft/mod/cobblebattle/client/RoomScreenHandler.java","房间消息兼容入口","保留公开静态入口并委托Kotlin协调器","待验证","列表和房间状态的刷新、打开与忽略","切换规则5项及全量81项通过；公开ABI一致","实际客户端收包与界面副作用","B5-client-handlers","src/main/kotlin/io/github/rinicesiberia/shadowbattle/client/ClientViewTransitions.kt;src/main/kotlin/xiaocaoawa/minecraft/mod/cobblebattle/client/ClientHandlerRuntime.kt","EF121B503DCB66FAE5490A81C110C3A884DF0D5E36D224708ED8218BF44DC26D"
